text,text_clean,issue_label,source
My phone was left inside a hot car and the speaker became distorted.,my phone was left inside a hot car and the speaker became distorted,Water/Liquid damage,device_issue_dataset
My tablet discharges while idle after a software update.,my tablet discharges while idle after a software update,Battery degradation,device_issue_dataset
My phone discharges while idle during online meetings.,my phone discharges while idle during online meetings,Battery degradation,device_issue_dataset
My phone dies unexpectedly during online meetings.,my phone dies unexpectedly during online meetings,Battery degradation,device_issue_dataset
My phone loses charge overnight while gaming.,my phone loses charge overnight while gaming,Battery degradation,device_issue_dataset
My phone loses battery health rapidly while charging.,my phone loses battery health rapidly while charging,Battery degradation,device_issue_dataset
The power button on my phone shows signs of failure.,the power button on my phone shows signs of failure,Hardware issue,device_issue_dataset
The screen freezes after replacing the screen.,the screen freezes after replacing the screen,Cracked screen,device_issue_dataset
The trackpad on my phone is physically damaged.,the trackpad on my phone is physically damaged,Hardware issue,device_issue_dataset
The screen cracked randomly throughout the day.,the screen cracked randomly throughout the day,Cracked screen,device_issue_dataset
The screen goes black during video playback.,the screen goes black during video playback,Cracked screen,device_issue_dataset
My smartwatch loses charge overnight when connected to WiFi.,my smartwatch loses charge overnight when connected to wifi,Battery degradation,device_issue_dataset
The display shows vertical lines during gaming.,the display shows vertical lines during gaming,Cracked screen,device_issue_dataset
My smartwatch loses charge overnight during online meetings.,my smartwatch loses charge overnight during online meetings,Battery degradation,device_issue_dataset
My laptop WiFi disconnects frequently during startup.,my laptop wifi disconnects frequently during startup,Software issue,device_issue_dataset
The ghost touches occur when using social media.,the ghost touches occur when using social media,Cracked screen,device_issue_dataset
My smartwatch drains quickly while charging.,my smartwatch drains quickly while charging,Battery degradation,device_issue_dataset
My tablet loses charge overnight when connected to WiFi.,my tablet loses charge overnight when connected to wifi,Battery degradation,device_issue_dataset
My tablet powers off suddenly when using GPS.,my tablet powers off suddenly when using gps,Battery degradation,device_issue_dataset
My laptop system freezes randomly after installing new software.,my laptop system freezes randomly after installing new software,Software issue,device_issue_dataset
The motherboard on my tablet became unresponsive.,the motherboard on my tablet became unresponsive,Hardware issue,device_issue_dataset
My tablet was exposed to beach sand and the screen shattered.,my tablet was exposed to beach sand and the screen shattered,Water/Liquid damage,device_issue_dataset
The camera on my laptop stopped working.,the camera on my laptop stopped working,Hardware issue,device_issue_dataset
My tablet was crushed inside a bag and the screen shattered.,my tablet was crushed inside a bag and the screen shattered,Water/Liquid damage,device_issue_dataset
My smartwatch loses charge overnight during standby.,my smartwatch loses charge overnight during standby,Battery degradation,device_issue_dataset
The microphone on my phone is physically damaged.,the microphone on my phone is physically damaged,Hardware issue,device_issue_dataset
My phone fell from a table and the touchscreen stopped working.,my phone fell from a table and the touchscreen stopped working,Water/Liquid damage,device_issue_dataset
My phone Bluetooth stops working while using multiple apps.,my phone bluetooth stops working while using multiple apps,Software issue,device_issue_dataset
The camera on my tablet is physically damaged.,the camera on my tablet is physically damaged,Hardware issue,device_issue_dataset
The brightness changes automatically after an update.,the brightness changes automatically after an update,Cracked screen,device_issue_dataset
The camera on my tablet stopped working.,the camera on my tablet stopped working,Hardware issue,device_issue_dataset
The trackpad on my smartwatch fails randomly.,the trackpad on my smartwatch fails randomly,Hardware issue,device_issue_dataset
My tablet was exposed to beach sand and the touchscreen stopped working.,my tablet was exposed to beach sand and the touchscreen stopped working,Water/Liquid damage,device_issue_dataset
The screen goes black while charging.,the screen goes black while charging,Cracked screen,device_issue_dataset
The brightness changes automatically during video playback.,the brightness changes automatically during video playback,Cracked screen,device_issue_dataset
My phone fell from a table and the touchscreen stopped working.,my phone fell from a table and the touchscreen stopped working,Water/Liquid damage,device_issue_dataset
The display shows vertical lines randomly throughout the day.,the display shows vertical lines randomly throughout the day,Cracked screen,device_issue_dataset
